urdu,roman-urdu
راکع,raake'
خندۂ,khanda
پرویزن,parvezan
موزھگن,Mozhgan
ہیلو,hello-hello
عمر(عربی,umar(arabi
تھی,pehle
شاذب,Shazab
شرفاء,shurafa
مطروحہ,matruuha
پوسالہ,pausaala
قیمت بندی,qiimat bandii ugaahnaa
وسیم,Wasem
دو باگا,do-baagaa
عاجیز,aajiiz
سوئی کا کام,suuii kaa kaam
قافلے,aey
گڈ,gud
رعیل,Rail
میمونی,maimuunii
تراقا,taraaqaa
پانچوں عیب,paanchon-'aib
تحا,tha
ساریہ,sahriyaa
نگارخانہ,nigaar-khaana
نو سکھ,nau-sikhaa
گجریلا,gajrelaa
دہموکریتا,Dahmokereta
خود زوجیت,khud-zaujiyat
شوقیہ,shauqiya
نوبت کا ڈنکا,naubat kaa dankaa
انجواے,enjoy
جاہ,jaahil
کلبر,kal-birkh
موبد اعظم,muubid-e-aa'zam
امتہ,Amatah
لیجن,legion-of-honor
معتمد اعزازی,mo'tamad-e-e'zaazii
بعید المقام,ba'iid-ul-maqaam
نیا رنگروٹ,naya rang ruut
سیم تن,siim-tan
چہل تن,chahal-tanii
فرنچائز,frenchise
ترنج طلا,turanj-tilaa
انسانو ں,insanon
کنے,kane
نشانیوں,nishaniyo
کلندرا,kalandaraa
گھمبیر,gambheer
atomic,atomic
اجدہام,ijdihaam
مطب گاہ,matab-gaah
پرماد,pramaad
نوبہار,naubahar
جذبۂ,jazba-e-jahd-o-'amal
ح,aur
ضربان,Zarban
کوچی,Kochai
قریص,qariis
العظیم,al-'aziim
پوری,talaash
طابعہ,Taabah
کام,ye
لڈلی,laadli
نشاط عمل,nishaat-e-'amal
سرتی,surtii
کچھ بھی,kuchh-bhii
دیگراں,digaran
آپ,ke
سلمک,salmak
کانا دجال,kaanaa-dajaal
افہام,Afham
ایمو,emu
نفسیاتی بصیرت,nafsiyaatii-basiirat
ہے,behetreen
نہ,shareek
سہرا بندھائی,sehraa-bandhaaii
نفرت کرنا,nafrat karnaa
بڑھ,bad
تعدیل,Taadiil
ریش رسانی,riish-rasaanii
dil,shaey
عبیدہ,ubaida
گل,gulla
لئیم,Laeem
شب عرقی,shab-'araqii
وکرم,karam
اظہار قانونی,izhaar-e-qaanuunii
احترام,ehataram
ٹالسٹائی,talstayi
نگاں,nigaan
ضمانت,zamaanat
ایک پیٹ کے,ek pet ke
واﻻ,sunne
دور,aur
ہبیرہ,Hubairah
آلا,aalaa
بورن,born
یزید,yaziid
منون,manuun
چانٹی,chaantii
ماتر,maatr
بھکسن,bhiksan
گرگ پیشہ,gurg-pesha
ویراٹ,viiraat
وحکمت,wa
بال چرتر,baal-charitr
فیاش,Fayaash
بید,bed
یارسول,yaa rasuul
عطر,itr
سالپرنی,saalparnii
ثقابت,Saqaabat
ارش,arsh
مرکز زد,markaz-zad
والوالی,gudaaney
ترفان,Tarfan
مہادشٹ,mahaa-dusht
عبدالحمید,abdul hamid
مدار توکل,madar
ریٹھان,raithaan
شمیمہ,Shamima
تطر,Tatar
لکھ,likh
فضل مولا,Fazle Mawla
ختنگا,khatangaa
بھجنیک,bhajniik
فاسق,fasiq
ہلاک,halaak
ارتعاشی,irti'aashii
ڈھیکلی,dheklii
چھوہ,chhoh
ماؤں,maaon
جو,lihaza
جانتی,jaantii panaa
سدھور,sadhaur
نصف برادر,nisf-baradar
محی الدین,muhii-uddiin
شبانہ,shabana
پرشودھ,parishodh
جہد,jehd
سرین,sariin
سیکھے,sekhy
تلثیم,Talsim
منوال,minvaal
مبرا,mubarraa
استفاق,istifaaq
کمبختی,kambakhtii
ملح البول,milh-ul-baul
پوسٹ مارٹم,postmortem
روپیے,rupiye
کڑانا,lar karaana
قبق,qabaq
گنتیوں,gintiyon
راہ زنی,raah-zanii
بادشاہت,baadhshaahath
اکھڑ,pn ukkhar
باندھیں,baandhe
بھشج,bhishaj
یی,yehuu
منصب,Manseb
گنج بخش,ganj-bakhsh
الہ,elah
شہرت افزائی,shohrat-afzaaii
چپوللو,chappuu-lalluu
سکھ,sekh
مولانائیت,maulaanaaiyyat
بدطینت,bad-tiinat
ستارہ,Sitaara
حسن ساختہ,husn-e-saakhta
گیشا,geshaa
مبارکہ,mubarikah
افٹر,after
گاڑ,gaad
صرہ,surra
اشاروں,ishaaron
شماریات,shumaariyaat
کی,itaat
ترقنا,taraqnaa
جراثیم,jaraasiim
پہنچانا,chaahe
خول,khol
پائتابہ,paaitaaba
ذکیہ,Zakia
حوری,hauri
نظام,nizame
خونخوار,khuun-khvaarii
تھن,thin
دشت گرد,dasht-gard
اجازت,mujhe
پاساہ,paasaah
ناحی,naahii
کھانا,khaaana
چو گرفتہ,chau-girifta
حداد,Hadad
کتی,kittii
دلنی,dalnii
سٹائی,sataaii
بد حظ,bad-haz
کاندید,kandeed
انشراح,Ansharaah
نبھاتا,nibhata
راسی نام,raasii-naam
اسمبلیوں,assembliyon
شمامہ,Shamaamah
بالا بھولا,baalaa bhola
ڈراتا,daraata
ظہری بطنی,zahrii-batanii
سگندگی,sugandgii
کوئی گھڑی,koii-ghadii
پروہ,pirava
تغلیط محض,tagliit-e-mahz
شروق,Shurooq
ارے,arey
نماز خاص الخاص,namaaz-e-khaas-ul-khaas
گناہوں,gunaho
متقی,muttaqi
آکاش چوٹی,aakaash-chotii
اپاہج پنا,apaahaj-panaa
یورش,yuurish
پرلا,parlaa
ناشاد,naa shaad
وہ,thay
درخت سوار,darakht-savaar
مشتعل,mushta^il
فو,favv
اورگورننگ,aur governing
پاتر بازی,paatar-baazii
انصافâdam,insaaf
نوز,nuvaz-dahum
مرتدا,Murtada
غیثمان,Ghaisman
پردہ شہود,parda-e-shahuud
عطو,atuufat-naama
شمودہ,Shamoodah
کامود,kaamod
ڈھیر سا,dher saa
ملکہ,Malikah
مانہال,Manhal
جاتا)ہے,jata) hai
صحیحین,sahiihain
بضاعت,bizaa'at
ہوں,balke
فریضے,fareeze
میتھ,myth
نیشاپور,nishapur
نعم البدل,ne'mul-badal
مراتب داری,maraatib-daarii
پینلٹی کارنر,penalty-corner
رویل,Ruwail
آئے تن,Aaitan
زین العابدین,zainul abideen
بھیجنا,bhejnaa
دارالحوادث,daar-ul-havaadis
: الحاشیة الرضیة علی البھجة المرضیة,al hashiyatul raziy(allama
نامعتمد,naa-mo'tamad
سلیمانی,slemani
چھالیا,chhaaliyaa
ٹنڈرا,tundraa
ممجد,mumajjad
کوتوالی چبوترا,kotvaalii-chabuutaraa
ظہر بستہ,zahr-basta
احمد ثانی,ahmad-e-saanii
اپنانا,apnaana
بازو پائے,baazuu-paae
مثرب,Mussrib
بزنس,business
حنفہ,Hanfa
ابراہیم ادہم,ibraahiim-adham
کوونگٹن,covington
جادل,Jadil
کو,qaide
برامد,barham-darham
مختلف الالوان,mukhtalif-ul-alvaan
ذکر,ilaahi
لہرایا,lahraya
دانہ دنکا,daana-dunkaa
بازیٔ,bazi
مہری کاغذ,muhrii-kaagaz
چارہ نوازی,chaara-navaazii
گاون,gaavan
نصرت و غلبہ,nusrat-o-galaba
کتاب المصاحف,kitaabul masahif
فیوزی,fusy
اثلاج,islaaj
ردائے,rida
ناپسند,napasand
عواصف,avaasif
لڑائیے,khaae dal bod ladaaiye sar phod
ایثاریت,iisaariyat
دھکہ,dhakka
سے,kha
سبزواری,sabzwaari
حرکت مستقیمہ,harkat-e-mustaqiima
رنگ ناشناس,rang-e-naa-shanaas
پرلگانا,par lagaana
مسطر,mistar
نبیرہ ء مشکل کشا,nabiira-e-mushkil-kushaa
لسرکا,lasarkaa
کستوری,Kastoori
طیفوریہ,taifuuriyyah
ترجنی,tarjanii
جامع,jaame
آصفیہ,aasafiya
مستسقی,mustasqii
تاشہ نواز,taasha-navaaz
رضایت,razaayat
الامان,al-amaan
ماہ منیر,maah-e-muniir
روشن گہر,Raushan Guhar
دھمپال,dhumpaal
تیتا,tetaa
مکتفی,Muktafi
آرگ,argon
یاقوع,Yaqu
صہبا,Sehbaa
جراحت,jarahat
صراحی دار گردن,suraahii-daar gardan
موجودات خارجی,maujuudaat-e-khaarijii
موت کی گھڑی,maut kii ghadii
فرضی,farzi
گجھ,jhaag
جادوگری,jaadugari
فیثاغورس,faisaa-goris
چاٹھا,chaathaa
گفتگو,guftagu
ہمارے,aap
حجراسود,hajar-e-asvad
اخورا,akhkhuraa
منشیات,manshiat
التنی,altanii
منتقل,shdhmuntaqil shudah
ثانوی مدرسہ,saanavii-madrasa
سر طور,sar-e-tuur
مکاشفہ,mukaashafaa
صبر جمیل,sabr-e-jamiil
قیام,kiam
شجری,shajri
نکتی پلاؤ,nuktii-pulaav
خسرہ,khasrah
ایڈووکیٹ,advocate-general
الہام,ilhaam
بدکار,badhkaar
مہتا,mehta
طاقتیں,iste'maarii-taaqaten
عائیشہ,ayesha
بھدنت,bhadant
چڑھتا,chadhta
چکناٹ,chiknaat
بیساکھی,baisaakhii
اڑنا,urna
روح اللہ,ruuhullaah
متعمد,muta'ammid
تاریم,tarim
کالا آزار,kaalaa-aazaar
لادری,laa adri
ڈانس,daansnaa
شہریار,Shahriar
ہنڈار,hundaar
وبال گردن,vabaal-e-gardan
زائدالنور,zaaidun-nuur
تحکیم,Tahkim
چار جائی,chaar-jaaii
بنولہ,binaula
سسپنس,suspens
اگوانی,agvaanii
ہڈیاں,haddiyaan
بطور خود,ba-taur-e-khud
صفایا,safaya
جس,ke
دل کی سادی,dil kii saadii
بیاجی,byaajii
میرا,azaab
ائتلاف,itilaaf
اٹھائ,uthaa
ہیں,jin
استطالت,istitaalat
زروق,zaruuq
دان,dan
وشبہ,wa
ترخان,tarkhaan
بارہ امام,baara-imaam
گیری,geeri
کامیاب,kaamyaab
مقام قدس,maqaam-e-quds
ذرہ ذرہ,zara
دلنہ,dilaanah
حیراں,hairan
مُرید,Murid
بڑا,azaab
نیم افسانوی,niim-afsaanvii
من و عن,min-o-'an
نماز کسوف,namaaz-e-kusuuf
نضحت,Nazhat
گمنامی,gum naami
عائدâa,ed
خطابیہ,khitaabiya
گرویدہ,girwiidah
پاک طینت,paak-tiinat
کم,bahuth
چکرن,chakarnaa
مالک!,maalik!
جھمکارا,jhamkaaraa
البيقونی,albaiquni
فیصلہ,faisla
لب گور,lab-e-gor
مہران,Mehraan
وثقی,vusqaa
جوجٹ سو,jojit-suu
ہٹھات,hathaat
تھوہڑ,thuuhad
سابق,Sabaq
ٹائم,time
کڑا,kada
ہلکار,halkaaraa
پرسی,pursi
عذاب,Azab
پی کے کے,pkk
رجسٹرار,registrar-e-nikaah
حجران,hajaraan
مودودی,maudoodi
منیبہ,Muneebah
بدآئین,bad-aaiin
جافری,jaafrii
ہو,musaafir
جمع دار,jam'-daar
مرغے,murghe
زہن,zehen
زقوم,zaqqum
شخصی آزادی,shakhsii-aazaadii
سوء ادب,suu-e-adab
مردانہ پنا,mardaana-pana
خدا کے ہاتھ,khudaa ke haath
الہادی,Alhadi
وہود,Uhud
آیا,par
چوکی,chauki
وعدہ لینا,vaa'da lenaa
ردیف,radeef
موزیک شدہ,mozaik-shuda
غٹ پٹ,git-pit
وجنہ,vajna
مانڈا,maandaa
مدرسی,madrassi
روحیل,Rohail
طرب آمود,tarab-aamuud
کلیجے کی آگ,kaleje kii aag
اکثف,aksaf
آقا,Aqa
آشناؤں,ashnaon
سماوی,samaawi
الاّ,illa
چرائ,charaa
ایمان داری سے,iimaan-daarii se
شمر,shamar
شدید ناقدانہ,shadiid naaqid aanah
شمسی دن,shamsii-din
ہانم,Hanam
تیزابی لاوا,tezaabii-laavaa
رقیسٹ,request
چینجر,changer
لوب,lobe
دماق,Damaque
محیالدین,muhii-uddiin
پیٹ پوچن,pet-pochan
بازیچہ,baaziicha
مہمان دار,mehmaan-daar
جنٹ,jant
مقتدرانہ,muqtadiraana
عفیفہ,Afifah
پریوں,pariyon
جھوند,jhond
آزردگان,aazurdagaan
کیمیاوی,kiimiyaavii
نظم و ترتیب,nazm-o-tartiib
گتیا,gatiyaa
فواتح,favaatih
مولک,maulik
خیردین,Khairuddin
عبد الغفور,Abdul Ghafoor
نابت سوراخ,naabat-suuraakh
زِندہ,zinda
نغمہ باری,nagma-baarii
کھوئیا,khoiyaa
حملہ,hamle
شارجہ,Shaarjah
شانیفہ,Shanifa
اور,shahro
عرق کشی,araq-kashii
تک,din
غصون,Ghusoun
اداکار,ada kaar
ہر,ne
نوٹی,notation
رانجھنا,raanjhnaa
شہرت,Shohrat
اشکل,ashkal
لطف,Lutaf
سعید,saedd
دوبالا,do-baalaa
نماز گاہ,namaaz-gaah
موتی جھارا,motii-jhaaraa
کلکتہ,kolkata
باقیہ,Baqiah
گھومنا,ghumna
خطاین,khataayan
چوتارا,chau-taaraa
ہریل,hariyal
اتمنام,itmenaam
لڈ,laad
اجیجی,ajiijii
افعال,afaale
اجازتنامہ,ijaazat-naama
پریہہ,parehaa
راج,loveurajj
پورہل,porhal
فورس,force-of-character
ہارون,Haroun
خاورؔ,khawar
ذوالحج,zul-hij
لبلبہ,lablaba
رس دار,rasdaar
چپک,chipak
سے,hum
نزاعی نظریات,nizaa'ii-nazariyaat
ارشاد,irshad
تلوار,talwar
جنون,aanah
اتالیق,Ataleeq
مچلنا,machalnaa
نخام,nukhaamiyya
کلید,kaleed
نیریز,nereis
الوکھل,uluukhal
اللہ,azaab
مسجد,masjide
امتحان گاہ,imtihaan-gaah
شادیانے,shaadiyaane bajaanaa
دو ایک,do-ek
آمیختہ,aameykhtah
سمیہ,Sumiya
دے,faisla
شعر و سخن,she'r-o-sukhan
زندانیوں,zindaniyon
مصرحہ,musarraha
ساتویں,saatviin
جاگو,jaaguu
زیرے,ziire kaa paanii
خط قصاران,khat-e-qasaaraan
جراثیم,jaraseem
لکٹی,luktii
کرلو,karlo
تیور,teywar
مم,mam
نرگنا,nirgunaa
عمل,khrnaamal karna
ٹیلر,tailoring
بھڑوائی,bhadvaaii
خاکی,khake
ڈیزل انجن,diesel-engine
مجیب النساء,Majeeb-un-Nisa
پیر خرف,piir-e-kharif
چھوچھی,chhuuchhii
زمزمۂ,zamzama
عید فصح,iid-e-fish
سارے,saarey
حجاز,hajjaz
مقالہ,maqala
اچھاہہ,uchhaaha
بوم خصلت,buum-khaslat
پرایا,paraya
ہے,ke
وراس,viraas
زدگیر,zad-giir
میٹھا,miithaa
چتھڑا,chithdaa
گردشِ,gardish
ماہ پیکر,Maah-e-Paika
رُسوا,ruswa
مستمعین,mustami'iin
تلاشنا,talaashnaa
ابچار,abichaar
اسے,usay
سارو,Saro
جلد,bahuth
میگ,megaa
کے,allah
یخ,yakh
ہمام,hamaam
تاسنا,taasnaa
لگتاہے,lagta hai
بازارکاری,baazaar-kaari
مین میکھ,miin-mekh
سیرو,seruu
ترپانا,turpaanaa
ریپبلک,republic
جنہائی,janhaaii
نہلچہ,nihalcha
راتوں,raaton
نوازا,nawaza
شماریات,shumariyaat
علم آثار قدیمہ,ilm-e-aasaar-e-qadiima
درود,Darood
خلقیت,khalqiyat
آنٹھی,aanthii
پرانی,puraani
نسخہ جات,nuskha-jaat
آریان,areyan
انصاف,ka
رکوض,Rakuz
غارت زدہ,gaarat-zada
بھٹکنے,bhatakne
حا,ha
توڑیں,toden
پورو,puro
چیل,chle
گوڑین,guudain
پھانٹا,phaantaa
مساوی الاضلاع,musaaviyul-azlaa'
کی,jung
زغال حجری,zugaal-e-hajarii
چرانے,churane
چبایل,chabaayal
وسطیٰ,wustaa
فرائض پنجگانہ,faraaiz-e-panjgaana
چينج,change
مزاج والا,mizaaj-vaalaa
دانست,daanist
گاڑنا,gaadnaa
قہر ناک,qahr-naak
اشتہار دینا,ishtihaar denaa
فرمانے,wala
وکیلا,Wakeela
مقدمتین,muqaddamatain
یہاں,yahaan
الن,ullan
مہارتی,mahaarat-yaafta
خولی,kholi
روئی,rui
نعوت,nu'uut
بریق,Bariq
شاذونادر,shaz o nadir
عکس ریز,aks-rez
جوجنے,jojhne
دانsiñghaar,daan
فرقے,firqe
ایمان,ki
جونری,jaunrii
بیدل,Bedil
گدرایا,gadraayaa
اعدادیات,aa'daadiyaat
اخلاف,akhlaaf
پوسٹ ،لاس,post
جھمیلا,jhamelaa
مراسیل,maraasiil
ٹھیکہ,theykah
جان,fdjaan fiza
بحیثیت,ba-haisiyat
بھنڈارن,bhandaaran
ایمان,wale
چبھتا ہوا,chubhtaa huaa
کرحوثرہ,kar hosrah
خلط ملط,khalt-malt
زیاں,ziyan
اوندھا,aundha
چنڈاول,chandaaval
عذاب,azab
چڑھے,chade
حوالدار,havaaldaar
قائد,qaaid
ہوا,hawa19
قرمزی بخار,qirmizii-bukhaar
خفاف,khifaaf
رینگتی,rengti
موصی,muusaa
ہے؟,karta
مقبول ہوا ہے، کیونکہ انہوں نے ٹھیک وہی پسندیدہ کام کیا ہے,bahut
سلوکا,saluukaa
فیصلے,faysle
کاتیں،,katen
وردہ,vird honaa
نو پیدا,nau-paidaa
دریافت,daryaaft
بھَلائی,se
نوشتہ جات,navishta-jaat
مغلی,muglii
قدسی,Qudasi
chauñd,karney waali
خلق,Khallq
دوشالہ,do-shaala
موج,mouj
ناکہ بندی,naaka-bandii
اشکبار,ashk-baar
درویش مذہب,darvesh-mazhab
شاقہ,shaaqqa
مستند اور,mustanad
paesoñ,ka dheyr
ٹبر,tabbar
اختیارات,ikhtiyaaraat
بلا نوش,balaa-nosh
شبہ,shakk
ذلت,zillat
خاموش کلی,khaamosh-kalii
منہ مانگے دام,munh maange daam
خموشاں,khamoshaan
بھگدڑ,bhagdad
موتاری,muutaarii
قدامت پسند,qadaamat-pasand
ڈرے,dare
بُلائے,bulaye
ایکسچینج,exchange
ہوں,mein
پانیر,pioner
تشریفات فاخرہ,tashriifaat-e-faakhira
دربان,darbaan
نہیلہ,Nahilah
ٹھہری,thahri
ڈھونا,dhonaa
امرتی,imartii
دہشت پسند,dahshat-pasand
پوچھا,pucha
گرمیوں,garmiyon
عذاب مرگ,azaab-e-marg
مذیب,Muzeeb
کرم کتابی,kirm-e-kitaabii
صادق العزم,saadiq-ul-'azm
میبھا,maibhaa
لیڈی پولیس,lady-police
طاہر,taher
جاوت,jaavat
خرقہ,kharqae
حسیات,hsyat
خبرشائع,khabar shaya
جھانکھ,jhaankh
چنڈول,chandol
مسیج,msg
وسائد,vasaaid
شاگرد,shaagird
خطابہ,Khataba
سمٹے,simte
سال گرہ,jashn-e-saalgirah
ترسنگ,tirsang
وہی,wohi
سروِ,sarve
اجتماعیات,ijtimaa'iyaat
دوکال,do-kaal
خمار,khumar
وغلبہ,ghalbe
مطلع الفجر,matla'-al-fajr
کنارا,kinaaraa
چاندوگیہ,chandogya
صفائی,safaayi
طریقت,tareeqat
کوی,kawi
شافہ,shaafa
رکوانا,rukvaanaa
رہنے,ghalib
نفوذ پذیر,nufuuz-paziir
زود رسی,zuud-rasii
سے,logon
منہ پڑی,munh-padii
چاقو کا پھل,chaaquu kaa phal
نئیں,naiin
آدھے,aadhey
نفع تام,naf'-e-taam
فرنگی,farangi
عاقیلہ,Aaqilah
پیش عرقی,pesh-'irqii
غاضف,Ghazaf
نیاز,Niyaz
مصادر,masaadir
طالع فرخندہ,taale'-e-farkhunda
چار ہاتھ پانو,chaar haath paanv
متوجہ,mutavajjah
ویزلین,vaseline
صاحب جائداد,saahab e jaaedaad
سنبھالی,sambhaalii
یلناپھ,phaelaao
مٹانا,mitaanaa
حیرت ناک,hairat-naak
اسپيک,speak
طول امل,tuul-e-amal
بغیر,ke
ہرزہ سرا,harza-saraa
حرکیہ,harkia
خصائص اربعہ,khasaais-e-arba'a
چونچک,chaunchak
باہری,bahari
پٹخ,patkhii
شعلہ رو,sho'la-ruu
پلانٹس,plants
اذبک,Uzbik
راہ فنا,raah-e-fanaa
چندرل,chandril
کو,tumhare
بزرگ,buzurag
ہوچکا,chuka
دوبیٹیاں,do betiyan
ظعین,Zaiin
دشوار,dushvaar
کن,kanth
جان,fshnjaan fishaan
زینت,zinath
سینچے,sinche
مجتبہ,Mojtaba
معمار,me'maar
ٹھٹر,thitar
سچے,sacche
معیار پرست,me'yaar-parast
کریہہ,par
امید,umiid
ماشین,masheen
کنتھی,kanthii
رچن,rachan
برہم درہم,barham-darham
صورتیں,suraten
فرهنگی,farhangi
فاطمی,Fatimi
جوگیشور,jogeshvar
دریا کی ترائی,dariyaa kii taraaii
فواسق,favaasiq
تولیت,tauliyat
ذرایعٔ,zaraye
عمیم,Ameem
مشت استخوان,musht-e-ustukhvaan
کہ,agar
عزائم پرست,azaaim-parast
دیوان اعلی,diivaan-e-aa'laa
تمدید,Tamdid
اعادہ,e^aadah
فٹ بال) مخالف,mukhalif
مبدی,mabdaa
دلڑ,dallad
ترویج,tarwiij
صبورہ,Saboorah
سروس ریکارڈ,service-record
تشجر,tashajjur
دور درشن,duur-darshan-yantr
اففففففففف,ya
نیم کا تنکا,niim kaa tinkaa
باراں پیما,baaraan-paimaa
فضائی دباؤ,fizaaii-dabaav
گنج خضرا,ganj-e-khazraa
نزدیک,ke
ٹھیکادار,thekaa-daar
بالشتن,baalishtan
معالجہ بالید,mu'aalaja-bil-yad
پلیئر,player
نکتہ پیما,nukta-paimaa
چھکے,chhakke
اسلوب دار,usluub-daar
مدار اعظم,madaar-e-aa'zam
کنٹری بیوٹ,contribute
حئون,heaven
جاگزیں,jaaguziin
متشددانہ,mutashaddidaana
نوک کا,nok kaa
کلب گھر,club-ghar
لہذا,lihaazaa
بال گھات,baal-ghaat
اوقاتی,auqaatii
چادر چقماق,chaadar-e-chaqmaaq
پھیکا,prr
بوسنیائی,bosniyai
دیوار,diwar
پسندیدہ,pasandiida
ہنسی,khhansi ka
سٹين,stain
تمہیں,kiya
غالیہ,Ghaaliyah
غواص,Ghawas
زلزلانا,zalzalaanaa
عزیزاللہ,Azizullah
زمزمہ سرا,zamzama-saraa
أذا,Ozza
نانپاروی,nanparwi
حق نمک,haq-e-namak adaa honaa
نور چشم,nuur-chashm
طعام,ta-aam
تلگ,talag
گہمی,guh men ghasiitnaa
وہ,haan!
عابد,Aabed
بدلہ,aur
کنفیوشس,confucius
پھلکر,phal-kar
براے,baraae
کی,o
گزشت,guzasht
بدحالی,ko
گل یاسمیں,gul-e-yaasmiin
تھیں،,pahuncha
نوائے راز,navaa-e-raaz
پراس,par us
پچھیں,pichhen
تہری,tahrii
ایمان,laa
ڈرائنگ ماسٹر,drawing-master
چھوار,chhavaar
استے,Astay
ریاضت کش,riyaazat-kash
صافی(پیدائش,saafi (paidaiesh
وہاب,Wahaab
مصلحت,maslehat
چلبلا پن,chulbulaa-pan
دونوں,ko
چائے پانی,chaae-paanii
ڈھلکی,dhalki
ناہضات,naahizaat
مقرب,ke
بھج,bhuj
کرناtañbiih,chaaq
ٹایمز,times
آئی،,hoyi
متضبط,mutazabbat
لفنگانہ,lafangaana
عرش مکاں,arsh-makaan
انام,inaam
گونگ,giving
گالیوں,gaaliyon
قوائم,qavaaim
ہزارہا,hazaar-haa
نئی روح,naii-ruuh
نظر,khrn
فرط,fart
زہر قاتل,zeher-e-qatil
محوری,mehwari
بتری,batrii
جاؤ,kiye
فیاضی,fayyaazii
آرگؤ,argue
ایرغیر,air-gair
صاحب زبان,saahab-e-zabaan
مرغ عرشی,murg-e-'arshii
